Year,Economy,Scenario,Transport Type,Vehicle Type,Drive,New_vehicle_efficiency
2033,07_INA,Carbon Neutral,passenger,bus,phevd,0.233146850133585
2034,07_INA,Carbon Neutral,passenger,bus,phevd,0.233731178102409
2035,07_INA,Carbon Neutral,passenger,bus,phevd,0.234316970505259
2036,07_INA,Carbon Neutral,passenger,bus,phevd,0.234904231065999
2037,07_INA,Carbon Neutral,passenger,bus,phevd,0.235492963472606
2038,07_INA,Carbon Neutral,passenger,bus,phevd,0.236083171431763
2039,07_INA,Carbon Neutral,passenger,bus,phevd,0.236674858557063
2040,07_INA,Carbon Neutral,passenger,bus,phevd,0.237268028647916
2041,07_INA,Carbon Neutral,passenger,bus,phevd,0.23786268535453
2042,07_INA,Carbon Neutral,passenger,bus,phevd,0.238458832458222
2043,07_INA,Carbon Neutral,passenger,bus,phevd,0.239056473645899
2044,07_INA,Carbon Neutral,passenger,bus,phevd,0.239655612679747
2045,07_INA,Carbon Neutral,passenger,bus,phevd,0.240256253283447
2046,07_INA,Carbon Neutral,passenger,bus,phevd,0.240858399256995
2047,07_INA,Carbon Neutral,passenger,bus,phevd,0.241462054420089
2048,07_INA,Carbon Neutral,passenger,bus,phevd,0.242067222495177
2049,07_INA,Carbon Neutral,passenger,bus,phevd,0.242673907222554
2050,07_INA,Carbon Neutral,passenger,bus,phevd,0.243282112538141
2018,07_INA,Reference,passenger,bus,bev,0.340985471635809
2019,07_INA,Reference,passenger,bus,bev,0.34304373404005
2020,07_INA,Reference,passenger,bus,bev,0.34511442056343
2021,07_INA,Reference,passenger,bus,bev,0.345632869868233
2022,07_INA,Reference,passenger,bus,bev,0.346152098015255
2023,07_INA,Reference,passenger,bus,bev,0.346672106174517
2024,07_INA,Reference,passenger,bus,bev,0.347192895517794
2025,07_INA,Reference,passenger,bus,bev,0.347714467218622
2026,07_INA,Reference,passenger,bus,bev,0.3482368224523
2027,07_INA,Reference,passenger,bus,bev,0.348759962395894
2028,07_INA,Reference,passenger,bus,bev,0.349283888228236
2029,07_INA,Reference,passenger,bus,bev,0.349808601129931
2030,07_INA,Reference,passenger,bus,bev,0.350334102283356
2031,07_INA,Reference,passenger,bus,bev,0.350860392872665
2032,07_INA,Reference,passenger,bus,bev,0.351387474083791
2033,07_INA,Reference,passenger,bus,bev,0.351915347104448
2034,07_INA,Reference,passenger,bus,bev,0.352444013124134
2035,07_INA,Reference,passenger,bus,bev,0.352973473334135
2036,07_INA,Reference,passenger,bus,bev,0.353503728927526
2037,07_INA,Reference,passenger,bus,bev,0.354034781099175
2038,07_INA,Reference,passenger,bus,bev,0.354566631045744
2039,07_INA,Reference,passenger,bus,bev,0.355099279965692
2040,07_INA,Reference,passenger,bus,bev,0.355632729059281
2041,07_INA,Reference,passenger,bus,bev,0.355632729059281
2042,07_INA,Reference,passenger,bus,bev,0.355632729059281
2043,07_INA,Reference,passenger,bus,bev,0.355632729059281
2044,07_INA,Reference,passenger,bus,bev,0.355632729059281
2045,07_INA,Reference,passenger,bus,bev,0.355632729059281
2046,07_INA,Reference,passenger,bus,bev,0.355632729059281
2047,07_INA,Reference,passenger,bus,bev,0.355632729059281
2048,07_INA,Reference,passenger,bus,bev,0.355632729059281
2049,07_INA,Reference,passenger,bus,bev,0.355632729059281
2050,07_INA,Reference,passenger,bus,bev,0.355632729059281
2018,07_INA,Reference,passenger,bus,cng,0.138054140393606
2019,07_INA,Reference,passenger,bus,cng,0.139448626660208
2020,07_INA,Reference,passenger,bus,cng,0.140857198646675
2021,07_INA,Reference,passenger,bus,cng,0.141210224207193
2022,07_INA,Reference,passenger,bus,cng,0.141564134543552
2023,07_INA,Reference,passenger,bus,cng,0.141918931873235
2024,07_INA,Reference,passenger,bus,cng,0.142274618419283
2025,07_INA,Reference,passenger,bus,cng,0.142631196410309
2026,07_INA,Reference,passenger,bus,cng,0.14298866808051
2027,07_INA,Reference,passenger,bus,cng,0.143347035669684
2028,07_INA,Reference,passenger,bus,cng,0.143706301423242
2029,07_INA,Reference,passenger,bus,cng,0.144066467592223
2030,07_INA,Reference,passenger,bus,cng,0.144427536433306
2031,07_INA,Reference,passenger,bus,cng,0.144427536433306
2032,07_INA,Reference,passenger,bus,cng,0.144427536433306
2033,07_INA,Reference,passenger,bus,cng,0.144427536433306
2034,07_INA,Reference,passenger,bus,cng,0.144427536433306
2035,07_INA,Reference,passenger,bus,cng,0.144427536433306
2036,07_INA,Reference,passenger,bus,cng,0.144427536433306
2037,07_INA,Reference,passenger,bus,cng,0.144427536433306
2038,07_INA,Reference,passenger,bus,cng,0.144427536433306
2039,07_INA,Reference,passenger,bus,cng,0.144427536433306
2040,07_INA,Reference,passenger,bus,cng,0.144427536433306
2041,07_INA,Reference,passenger,bus,cng,0.144427536433306
2042,07_INA,Reference,passenger,bus,cng,0.144427536433306
2043,07_INA,Reference,passenger,bus,cng,0.144427536433306
2044,07_INA,Reference,passenger,bus,cng,0.144427536433306
2045,07_INA,Reference,passenger,bus,cng,0.144427536433306
2046,07_INA,Reference,passenger,bus,cng,0.144427536433306
2047,07_INA,Reference,passenger,bus,cng,0.144427536433306
2048,07_INA,Reference,passenger,bus,cng,0.144427536433306
2049,07_INA,Reference,passenger,bus,cng,0.144427536433306
2050,07_INA,Reference,passenger,bus,cng,0.144427536433306
2018,07_INA,Reference,passenger,bus,d,0.153393489326229
2019,07_INA,Reference,passenger,bus,d,0.154942918511342
2020,07_INA,Reference,passenger,bus,d,0.156507998496305
2021,07_INA,Reference,passenger,bus,d,0.156900249119103
2022,07_INA,Reference,passenger,bus,d,0.157293482826169
2023,07_INA,Reference,passenger,bus,d,0.157687702081372
2024,07_INA,Reference,passenger,bus,d,0.158082909354759
2025,07_INA,Reference,passenger,bus,d,0.158479107122565
2026,07_INA,Reference,passenger,bus,d,0.158876297867233
2027,07_INA,Reference,passenger,bus,d,0.159274484077427
2028,07_INA,Reference,passenger,bus,d,0.159673668248047
2029,07_INA,Reference,passenger,bus,d,0.160073852880248
2030,07_INA,Reference,passenger,bus,d,0.160475040481451
2031,07_INA,Reference,passenger,bus,d,0.160475040481451
2032,07_INA,Reference,passenger,bus,d,0.160475040481451
2033,07_INA,Reference,passenger,bus,d,0.160475040481451
2034,07_INA,Reference,passenger,bus,d,0.160475040481451
2035,07_INA,Reference,passenger,bus,d,0.160475040481451
2036,07_INA,Reference,passenger,bus,d,0.160475040481451
2037,07_INA,Reference,passenger,bus,d,0.160475040481451
2038,07_INA,Reference,passenger,bus,d,0.160475040481451
2039,07_INA,Reference,passenger,bus,d,0.160475040481451
2040,07_INA,Reference,passenger,bus,d,0.160475040481451
2041,07_INA,Reference,passenger,bus,d,0.160475040481451
2042,07_INA,Reference,passenger,bus,d,0.160475040481451
2043,07_INA,Reference,passenger,bus,d,0.160475040481451
2044,07_INA,Reference,passenger,bus,d,0.160475040481451
2045,07_INA,Reference,passenger,bus,d,0.160475040481451
2046,07_INA,Reference,passenger,bus,d,0.160475040481451
2047,07_INA,Reference,passenger,bus,d,0.160475040481451
2048,07_INA,Reference,passenger,bus,d,0.160475040481451
2049,07_INA,Reference,passenger,bus,d,0.160475040481451
2050,07_INA,Reference,passenger,bus,d,0.160475040481451
2018,07_INA,Reference,passenger,bus,fcev,0.188109172350921
2019,07_INA,Reference,passenger,bus,fcev,0.189435218883103
2020,07_INA,Reference,passenger,bus,fcev,0.19077061317533
2021,07_INA,Reference,passenger,bus,fcev,0.191105047007594
2022,07_INA,Reference,passenger,bus,fcev,0.191440067125063
2023,07_INA,Reference,passenger,bus,fcev,0.191775674555535
2024,07_INA,Reference,passenger,bus,fcev,0.19211187032861
2025,07_INA,Reference,passenger,bus,fcev,0.192448655475692
2026,07_INA,Reference,passenger,bus,fcev,0.192786031029995
2027,07_INA,Reference,passenger,bus,fcev,0.193123998026541
2028,07_INA,Reference,passenger,bus,fcev,0.19346255750217
2029,07_INA,Reference,passenger,bus,fcev,0.193801710495537
2030,07_INA,Reference,passenger,bus,fcev,0.19414145804712
2031,07_INA,Reference,passenger,bus,fcev,0.194481801199218
2032,07_INA,Reference,passenger,bus,fcev,0.194822740995961
2033,07_INA,Reference,passenger,bus,fcev,0.195164278483307
2034,07_INA,Reference,passenger,bus,fcev,0.195506414709048
2035,07_INA,Reference,passenger,bus,fcev,0.195849150722813
2036,07_INA,Reference,passenger,bus,fcev,0.196192487576071
2037,07_INA,Reference,passenger,bus,fcev,0.196536426322135
2038,07_INA,Reference,passenger,bus,fcev,0.196880968016163
2039,07_INA,Reference,passenger,bus,fcev,0.197226113715165
2040,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2041,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2042,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2043,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2044,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2045,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2046,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2047,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2048,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2049,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2050,07_INA,Reference,passenger,bus,fcev,0.197571864478001
2018,07_INA,Reference,passenger,bus,g,0.138054140393606
2019,07_INA,Reference,passenger,bus,g,0.139448626660208
2020,07_INA,Reference,passenger,bus,g,0.140857198646675
2021,07_INA,Reference,passenger,bus,g,0.141210224207193
2022,07_INA,Reference,passenger,bus,g,0.141564134543552
2023,07_INA,Reference,passenger,bus,g,0.141918931873235
2024,07_INA,Reference,passenger,bus,g,0.142274618419283
2025,07_INA,Reference,passenger,bus,g,0.142631196410309
2026,07_INA,Reference,passenger,bus,g,0.14298866808051
2027,07_INA,Reference,passenger,bus,g,0.143347035669684
2028,07_INA,Reference,passenger,bus,g,0.143706301423242
2029,07_INA,Reference,passenger,bus,g,0.144066467592223
2030,07_INA,Reference,passenger,bus,g,0.144427536433306
2031,07_INA,Reference,passenger,bus,g,0.144427536433306
2032,07_INA,Reference,passenger,bus,g,0.144427536433306
2033,07_INA,Reference,passenger,bus,g,0.144427536433306
2034,07_INA,Reference,passenger,bus,g,0.144427536433306
2035,07_INA,Reference,passenger,bus,g,0.144427536433306
2036,07_INA,Reference,passenger,bus,g,0.144427536433306
2037,07_INA,Reference,passenger,bus,g,0.144427536433306
2038,07_INA,Reference,passenger,bus,g,0.144427536433306
2039,07_INA,Reference,passenger,bus,g,0.144427536433306
2040,07_INA,Reference,passenger,bus,g,0.144427536433306
2041,07_INA,Reference,passenger,bus,g,0.144427536433306
2042,07_INA,Reference,passenger,bus,g,0.144427536433306
2043,07_INA,Reference,passenger,bus,g,0.144427536433306
2044,07_INA,Reference,passenger,bus,g,0.144427536433306
2045,07_INA,Reference,passenger,bus,g,0.144427536433306
2046,07_INA,Reference,passenger,bus,g,0.144427536433306
2047,07_INA,Reference,passenger,bus,g,0.144427536433306
2048,07_INA,Reference,passenger,bus,g,0.144427536433306
2049,07_INA,Reference,passenger,bus,g,0.144427536433306
2050,07_INA,Reference,passenger,bus,g,0.144427536433306
2018,07_INA,Reference,passenger,bus,lpg,0.138054140393606
2019,07_INA,Reference,passenger,bus,lpg,0.139448626660208
2020,07_INA,Reference,passenger,bus,lpg,0.140857198646675
2021,07_INA,Reference,passenger,bus,lpg,0.141210224207193
2022,07_INA,Reference,passenger,bus,lpg,0.141564134543552
2023,07_INA,Reference,passenger,bus,lpg,0.141918931873235
2024,07_INA,Reference,passenger,bus,lpg,0.142274618419283
2025,07_INA,Reference,passenger,bus,lpg,0.142631196410309
2026,07_INA,Reference,passenger,bus,lpg,0.14298866808051
2027,07_INA,Reference,passenger,bus,lpg,0.143347035669684
2028,07_INA,Reference,passenger,bus,lpg,0.143706301423242
2029,07_INA,Reference,passenger,bus,lpg,0.144066467592223
2030,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2031,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2032,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2033,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2034,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2035,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2036,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2037,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2038,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2039,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2040,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2041,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2042,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2043,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2044,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2045,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2046,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2047,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2048,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2049,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2050,07_INA,Reference,passenger,bus,lpg,0.144427536433306
2018,07_INA,Reference,passenger,bus,phevd,0.21570959436501
2019,07_INA,Reference,passenger,bus,phevd,0.217888479156575
2020,07_INA,Reference,passenger,bus,phevd,0.22008937288543
2021,07_INA,Reference,passenger,bus,phevd,0.220640975323739
2022,07_INA,Reference,passenger,bus,phevd,0.2211939602243
2023,07_INA,Reference,passenger,bus,phevd,0.22174833105193
2024,07_INA,Reference,passenger,bus,phevd,0.22230409128013
2025,07_INA,Reference,passenger,bus,phevd,0.222861244391108
2026,07_INA,Reference,passenger,bus,phevd,0.223419793875797
2027,07_INA,Reference,passenger,bus,phevd,0.223979743233882
2028,07_INA,Reference,passenger,bus,phevd,0.224541095973816
2029,07_INA,Reference,passenger,bus,phevd,0.225103855612849
2030,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2031,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2032,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2033,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2034,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2035,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2036,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2037,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2038,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2039,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2040,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2041,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2042,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2043,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2044,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2045,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2046,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2047,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2048,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2049,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2050,07_INA,Reference,passenger,bus,phevd,0.225668025677041
2018,08_JPN,Carbon Neutral,passenger,bus,bev,0.317258653457644
2019,08_JPN,Carbon Neutral,passenger,bus,bev,0.319173695662197
2020,08_JPN,Carbon Neutral,passenger,bus,bev,0.321100297383572
2021,08_JPN,Carbon Neutral,passenger,bus,bev,0.321582671432852
2022,08_JPN,Carbon Neutral,passenger,bus,bev,0.322065770042863
2023,08_JPN,Carbon Neutral,passenger,bus,bev,0.322549594456362
2024,08_JPN,Carbon Neutral,passenger,bus,bev,0.323034145712545
2025,08_JPN,Carbon Neutral,passenger,bus,bev,0.323519424853274
2026,08_JPN,Carbon Neutral,passenger,bus,bev,0.324005433028078
2027,08_JPN,Carbon Neutral,passenger,bus,bev,0.324492171285164
2028,08_JPN,Carbon Neutral,passenger,bus,bev,0.32497964067547
2029,08_JPN,Carbon Neutral,passenger,bus,bev,0.325467842464552
2030,08_JPN,Carbon Neutral,passenger,bus,bev,0.325956777604543
2031,08_JPN,Carbon Neutral,passenger,bus,bev,0.326446447262242
2032,08_JPN,Carbon Neutral,passenger,bus,bev,0.326936852608553
2033,08_JPN,Carbon Neutral,passenger,bus,bev,0.327427994604099
2034,08_JPN,Carbon Neutral,passenger,bus,bev,0.327919874426153
2035,08_JPN,Carbon Neutral,passenger,bus,bev,0.328412493148321
2036,08_JPN,Carbon Neutral,passenger,bus,bev,0.328905851847132
2037,08_JPN,Carbon Neutral,passenger,bus,bev,0.329399951819064
2038,08_JPN,Carbon Neutral,passenger,bus,bev,0.329894794039681
2039,08_JPN,Carbon Neutral,passenger,bus,bev,0.330390379595395
2040,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2041,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2042,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2043,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2044,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2045,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2046,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2047,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2048,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2049,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2050,08_JPN,Carbon Neutral,passenger,bus,bev,0.330886709685122
2018,08_JPN,Carbon Neutral,passenger,bus,cng,0.116300923251855
2019,08_JPN,Carbon Neutral,passenger,bus,cng,0.117475680063419
2020,08_JPN,Carbon Neutral,passenger,bus,cng,0.118662303083239
2021,08_JPN,Carbon Neutral,passenger,bus,cng,0.118959702346941
2022,08_JPN,Carbon Neutral,passenger,bus,cng,0.119257846964814
2023,08_JPN,Carbon Neutral,passenger,bus,cng,0.119556738809449
2024,08_JPN,Carbon Neutral,passenger,bus,cng,0.119856379762941
2025,08_JPN,Carbon Neutral,passenger,bus,cng,0.120444854291303
2026,08_JPN,Carbon Neutral,passenger,bus,cng,0.121050104817285
2027,08_JPN,Carbon Neutral,passenger,bus,cng,0.121658396801292
2028,08_JPN,Carbon Neutral,passenger,bus,cng,0.122269745529684
2029,08_JPN,Carbon Neutral,passenger,bus,cng,0.122884166353488
2030,08_JPN,Carbon Neutral,passenger,bus,cng,0.12350167473353
2031,08_JPN,Carbon Neutral,passenger,bus,cng,0.123811202733061
2032,08_JPN,Carbon Neutral,passenger,bus,cng,0.124121506501197
2033,08_JPN,Carbon Neutral,passenger,bus,cng,0.124432587974337
2034,08_JPN,Carbon Neutral,passenger,bus,cng,0.124744449098519
2035,08_JPN,Carbon Neutral,passenger,bus,cng,0.125057091829536
2036,08_JPN,Carbon Neutral,passenger,bus,cng,0.125370518117343
2037,08_JPN,Carbon Neutral,passenger,bus,cng,0.125684729953177
2038,08_JPN,Carbon Neutral,passenger,bus,cng,0.125999729275217
2039,08_JPN,Carbon Neutral,passenger,bus,cng,0.126315518062854
2040,08_JPN,Carbon Neutral,passenger,bus,cng,0.126632098305539
2041,08_JPN,Carbon Neutral,passenger,bus,cng,0.126949471986792
2042,08_JPN,Carbon Neutral,passenger,bus,cng,0.127267641100125
2043,08_JPN,Carbon Neutral,passenger,bus,cng,0.127586607616609
2044,08_JPN,Carbon Neutral,passenger,bus,cng,0.127906373549626
2045,08_JPN,Carbon Neutral,passenger,bus,cng,0.128226940906485
2046,08_JPN,Carbon Neutral,passenger,bus,cng,0.128548311671612
2047,08_JPN,Carbon Neutral,passenger,bus,cng,0.128870487905498
2048,08_JPN,Carbon Neutral,passenger,bus,cng,0.129193471579577
2049,08_JPN,Carbon Neutral,passenger,bus,cng,0.129517264741598
2050,08_JPN,Carbon Neutral,passenger,bus,cng,0.129841869416274
2018,08_JPN,Carbon Neutral,passenger,bus,d,0.0913792968711078
2019,08_JPN,Carbon Neutral,passenger,bus,d,0.0923023200854576
2020,08_JPN,Carbon Neutral,passenger,bus,d,0.0932346666782302
2021,08_JPN,Carbon Neutral,passenger,bus,d,0.0934683375170119
2022,08_JPN,Carbon Neutral,passenger,bus,d,0.0937025940421863
2023,08_JPN,Carbon Neutral,passenger,bus,d,0.0939374376552491
2024,08_JPN,Carbon Neutral,passenger,bus,d,0.0941728698524384
2025,08_JPN,Carbon Neutral,passenger,bus,d,0.0952064815178794
2026,08_JPN,Carbon Neutral,passenger,bus,d,0.097150966966939
2027,08_JPN,Carbon Neutral,passenger,bus,d,0.0991584443650015
2028,08_JPN,Carbon Neutral,passenger,bus,d,0.10123191335376
2029,08_JPN,Carbon Neutral,passenger,bus,d,0.103374566374189
2030,08_JPN,Carbon Neutral,passenger,bus,d,0.105589804289044
2031,08_JPN,Carbon Neutral,passenger,bus,d,0.107610874692614
2032,08_JPN,Carbon Neutral,passenger,bus,d,0.109700833326012
2033,08_JPN,Carbon Neutral,passenger,bus,d,0.111863228812461
2034,08_JPN,Carbon Neutral,passenger,bus,d,0.114101857646178
2035,08_JPN,Carbon Neutral,passenger,bus,d,0.116420786231972
2036,08_JPN,Carbon Neutral,passenger,bus,d,0.11882437526294
